# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 20 08:11:24 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_gaiamag
HR 8799 d,HR 8799,1,4,Imaging,2008,NIRC2 Camera,37000.00000000,24.000000,13.000,1.200,3000.00000,10.00000,Mass,7.500000,0.600000,,1300,38.630,,0,,,,,,,2438859.000000,,,,,A5 V,7204.58,1.49,1.50,-0.470,[M/H],0.692,4.30,0.060,0.68153,34.7900,,,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,5.9091400
HR 8799 e,HR 8799,1,4,Imaging,2010,NIRC2 Camera,20815.60000000,16.400000,13.115,1.170,3178.30000,10.00000,Mass,7.740000,0.150000,,1150,25.000,,0,,,,,,,2449940.000000,,,,,A5,7400.00,1.49,1.51,-0.500,[Fe/H],0.733,4.00,0.030,0.68153,34.7900,,,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,5.9091400
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,HARPS Spectrograph,5.60000000,0.060000,3.610,0.322,12.71320,0.04000,Msini,1.480000,0.150000,,,,,0,,,,,,,2454637.700000,30.0000,6.500,,,K3 V,4816.00,0.71,0.50,-0.060,[Fe/H],-0.626,4.43,4.500,3.31801,1.4000,,53.34,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,9.5033100
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,HARPS Spectrograph,237.60000000,0.680000,12.500,1.110,104.00000,0.33000,Msini,0.293000,0.190000,,,,,0,,,,,,,2454193.000000,-233.0000,13.400,,,K3 V,4746.00,0.72,0.74,-0.070,[Fe/H],-0.626,4.13,4.500,3.31801,1.4000,,53.34,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,9.5033100
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,CORALIE Spectrograph,1.32830000,,12.100,1.080,5838.29000,18.37000,Msini,18.100000,0.081000,,,,,0,,,,,,,2452434.880000,178.5000,6114.000,,,M2 V,5036.00,1.04,0.40,,,-0.202,4.33,,1.04864,,,41.70,05h59m49.58s,89.9565956,-48d14m21.88s,-48.2394114,41.5504000,8.3762500
HD 20003 b,HD 20003,1,2,Radial Velocity,2019,HARPS Spectrograph,11.84820000,0.097400,3.430,0.306,11.66000,0.03670,Msini,1.590000,0.360000,,,,,0,,,,,,,2455489.511000,-92.7400,3.840,,,G8 V,5494.00,0.92,0.88,0.040,[Fe/H],-0.143,4.41,,1.68959,1.9000,38.90,-16.17,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.8316000,8.1918400
HD 20003 c,HD 20003,1,2,Radial Velocity,2019,HARPS Spectrograph,33.92390000,0.196400,3.890,0.347,14.44000,0.04540,Msini,1.350000,0.100000,,,,,0,,,,,,,2455493.251600,53.3300,3.150,,,G8 V,5494.00,0.92,0.88,0.040,[Fe/H],-0.143,4.41,,1.68959,1.9000,38.90,-16.17,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.8316000,8.1918400
TOI-2076 b,TOI-2076,1,3,Transit,2021,TESS CCD Array,10.35509000,0.068200,2.518,0.225,6.89000,0.02170,M-R relationship,2.370000,,84.06,797,88.900,2458940.479800,1,0.3420,0.104700,3.2510000,17.790000,0.02998,,,,,,,K,5200.00,0.77,0.82,-0.090,[Fe/H],-0.423,4.45,0.340,2.24400,,6.84,,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,8.9102800
TOI-2076 c,TOI-2076,1,3,Transit,2021,TESS CCD Array,21.01538000,0.109300,3.497,0.312,12.00000,0.03780,M-R relationship,1.540000,,32.70,630,89.840,2459274.083980,1,0.0700,0.194300,4.1860000,24.900000,0.04164,,,,,,,K,5200.00,0.77,0.82,-0.090,[Fe/H],-0.423,4.45,0.340,2.24400,,6.84,,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,8.9102800
TOI-2076 d,TOI-2076,1,3,Transit,2021,TESS CCD Array,35.12537000,0.153900,3.232,0.288,10.50000,0.03310,M-R relationship,1.710000,,16.50,530,88.607,2458938.291500,0,0.7800,0.206600,3.0460000,32.100000,0.03848,,,,,,,K,5200.00,0.77,0.82,-0.090,[Fe/H],-0.423,4.45,0.340,2.24400,,6.84,,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,8.9102800
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Instruments,14.30990015,0.114551,14.100,1.250,206.34463,0.64923,Msini,0.404000,0.256497,,,,2455200.300000,0,,,,,,,2450406.627497,95.2543,56.993,,,G4 IV,5697.00,2.86,0.98,0.510,[Fe/H],0.834,3.71,3.090,0.06063,3.9000,,30.27,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538000,5.7479600
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Instruments,2127.60565656,3.224617,12.400,1.110,3320.46746,10.44736,Mass,9.570000,0.357148,,,104.559,2454612.600000,0,,,,,,,2450148.292549,21.0384,171.084,,,G4 IV,5697.00,2.86,0.98,0.510,[Fe/H],0.834,3.71,3.090,0.06063,3.9000,,30.27,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538000,5.7479600
HD 93385 b,HD 93385,1,3,Radial Velocity,2021,HARPS Spectrograph,7.34260000,0.075600,1.880,0.168,4.20000,0.01321,Msini,3.470000,0.295000,,,,,0,,,,,,,2455504.500000,,1.360,,,G2/G3 V,5977.00,1.18,1.04,0.020,[Fe/H],0.207,4.42,3.300,0.93236,,,,10h46m15.05s,161.5627065,-41d27m52.57s,-41.4646040,43.3475000,7.3376900
HD 93385 c,HD 93385,1,3,Radial Velocity,2021,HARPS Spectrograph,13.18000000,0.112000,2.560,0.229,7.10000,0.02234,Msini,2.330000,0.200000,,,,,0,,,,,,,2455499.000000,,1.870,,,G2/G3 V,5977.00,1.18,1.04,0.020,[Fe/H],0.207,4.42,3.300,0.93236,,,,10h46m15.05s,161.5627065,-41d27m52.57s,-41.4646040,43.3475000,7.3376900
HD 93385 d,HD 93385,1,3,Radial Velocity,2021,HARPS Spectrograph,45.85000000,0.256500,2.890,0.258,8.70000,0.02737,Msini,1.980000,0.090000,,,,,0,,,,,,,2455522.300000,-55.0000,1.510,,,G2/G3 V,5977.00,1.18,1.04,0.020,[Fe/H],0.207,4.42,3.300,0.93236,,,,10h46m15.05s,161.5627065,-41d27m52.57s,-41.4646040,43.3475000,7.3376900
HD 151450 b,HD 151450,1,2,Radial Velocity,2022,Multiple Instruments,21.89287913,0.159926,6.810,0.607,37.24604,0.11719,Msini,0.648000,0.495560,,,,,0,,,,,,,2452772.869113,257.9968,9.247,,,,6091.98,1.17,1.14,,,0.231,4.36,,0.99877,,,,16h48m01.92s,252.0080127,-15d57m51.64s,-15.9643450,43.6002000,7.2827800
HD 151450 c,HD 151450,1,2,Radial Velocity,2022,Multiple Instruments,18144.76235720,14.100560,12.800,1.150,1634.10971,5.14148,Mass,4.280000,0.137994,,,42.369,,0,,,,,,,2441782.912392,31.1787,24.767,,,,6091.98,1.17,1.14,,,0.231,4.36,,0.99877,,,,16h48m01.92s,252.0080127,-15d57m51.64s,-15.9643450,43.6002000,7.2827800
HD 155358 b,HD 155358,1,2,Radial Velocity,2007,High Resolution Spectrograph,194.30000000,0.630000,13.800,1.230,314.65170,0.99000,Msini,0.658000,0.170000,,,,,0,,,,,,,2451224.800000,143.0000,32.000,,,G0,5905.00,1.38,1.15,-0.600,[Fe/H],0.299,4.22,10.700,0.62377,2.0000,,-9.07,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197000,7.1207400
HD 155358 c,HD 155358,1,2,Radial Velocity,2007,High Resolution Spectrograph,391.90000000,1.020000,13.900,1.240,261.00000,0.82000,Msini,0.534000,0.160000,,,,,0,,,,,,,2455345.400000,180.0000,24.900,,,G0,5900.00,1.38,0.92,-0.510,[Fe/H],0.299,4.16,10.700,0.62377,2.0000,,-9.07,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197000,7.1207400
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,HARPS Spectrograph,18.01938802,0.125367,14.100,1.260,196.85951,0.61939,Msini,0.386000,0.046978,,,,,0,,,,,,,2452934.108448,156.9835,55.265,,,K2 V,4875.00,0.89,0.81,0.300,[Fe/H],-0.449,4.22,3.900,1.84634,1.5000,44.00,82.90,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,9.0657300
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,HARPS Spectrograph,36.07000000,0.198000,8.240,0.735,51.48846,0.16200,Msini,0.506000,0.015000,,,,,0,,,,,,,,44.2000,11.570,,,K2 V,4894.00,0.89,0.80,0.300,[Fe/H],-0.409,4.49,13.000,1.84634,0.8700,44.00,82.90,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,9.0657300
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,HARPS Spectrograph,5019.54243994,5.359964,12.700,1.130,2155.40718,6.78167,Mass,5.780000,0.342834,,,101.524,,0,,,,,,,2447991.499253,334.3783,92.016,,,K2 V,4894.00,0.89,0.81,0.300,[Fe/H],-0.409,4.49,13.000,1.84634,0.8700,44.00,82.90,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,9.0657300
K2-3 b,K2-3,1,3,Transit,2015,Kepler CCD Array,10.05462600,0.074000,1.980,0.177,6.48000,0.02039,Mass,3.700000,0.000000,5.80,504,89.588,2456813.418430,0,0.2200,0.141600,2.5630000,30.020000,0.03440,,,0.0000,2.720,,,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,40.00,30.48,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,11.4785000
K2-3 c,K2-3,1,3,Transit,2015,Kepler CCD Array,24.64658200,0.134500,1.560,0.139,2.14000,0.00673,Mass,2.980000,0.000000,1.77,374,89.905,2456812.280180,0,0.0900,0.082200,3.4280000,54.570000,0.02590,,,0.0000,0.670,,,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,40.00,30.48,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,11.4785000
K2-3 d,K2-3,1,3,Transit,2015,Kepler CCD Array,44.55646000,0.209700,1.530,0.136,2.80007,0.00881,Mass,5.620000,0.000000,0.80,282,89.788,2456826.223460,0,0.3000,0.078200,4.1700000,80.980000,0.02440,,,0.0000,0.710,,,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,40.00,30.48,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,11.4785000
HD 15337 b,HD 15337,1,2,Transit,2019,TESS CCD Array,4.75615000,0.052200,1.640,0.146,7.51000,0.02363,Mass,9.300000,0.090000,161.73,1001,88.500,2458411.461560,0,0.3300,0.034400,2.4900000,13.110000,0.01761,,,62.0000,3.080,,,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],-0.326,4.53,5.100,2.07949,1.0000,36.53,-3.80,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,8.8559800
HD 15337 c,HD 15337,1,2,Transit,2019,TESS CCD Array,17.17840000,0.126800,2.390,0.213,8.11000,0.02552,Mass,3.230000,0.050000,29.18,642,88.500,2458414.550100,0,0.8700,0.068014,2.2500000,31.870000,0.02560,,,329.0000,2.160,,,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],-0.326,4.53,5.100,2.07949,1.0000,36.53,-3.80,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,8.8559800
HD 86226 b,HD 86226,1,2,Radial Velocity,2009,MIKE Spectrograph,1628.00000000,2.730000,14.300,1.280,143.02350,0.45000,Mass,0.269000,0.059000,,176,,,0,,,,,,,2454821.000000,225.0000,7.740,,,G1 V,5863.00,1.05,1.02,0.018,[Fe/H],0.072,4.40,4.600,1.23300,2.4000,,19.74,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.6830000,7.7713000
HD 86226 c,HD 86226,1,2,Transit,2020,TESS CCD Array,3.98442000,0.049000,2.160,0.193,7.25000,0.02281,Mass,3.970000,0.075000,464.96,1311,86.450,2458543.253900,0,0.6300,0.039816,3.1200000,10.110000,,,,196.0000,2.890,,,G1 V,5863.00,1.05,1.02,0.018,[Fe/H],0.072,4.40,4.600,1.23300,2.4000,,19.74,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.6830000,7.7713000
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,HIRES Spectrometer,3.09658280,0.042600,14.200,1.270,166.21800,0.52300,Msini,0.319000,0.010300,,,,2455665.934000,0,,,,,,,2454343.120000,25.0000,69.400,,,G3 V,5790.00,1.15,1.04,0.090,[M/H],0.127,4.33,7.400,0.96299,2.1000,,-16.99,19h46m58.29s,296.7428786,+34d25m08.36s,34.4189900,45.9548000,7.6728400
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,HIRES Spectrometer,3810.00000000,4.890000,13.400,1.190,632.46000,1.99000,Msini,1.440000,0.252000,,,,2458871.000000,0,,,,,,,2453580.040000,243.0000,25.500,,,G3 V,5790.00,1.15,1.04,0.090,[M/H],0.127,4.33,7.400,0.96299,2.1000,,-16.99,19h46m58.29s,296.7428786,+34d25m08.36s,34.4189900,45.9548000,7.6728400
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,HIRES Spectrometer,1049.00000000,2.070000,13.900,1.240,260.62060,0.82000,Msini,0.533000,0.270000,,,,2454809.000000,0,,,,,,,2453781.000000,104.0000,15.700,,,G0 V,5879.00,1.38,1.14,0.180,[Fe/H],0.303,4.21,8.500,0.46720,2.7000,22.00,-79.04,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.1494700
HD 34445 c,HD 34445,1,6,Radial Velocity,2017,Multiple Instruments,214.67000000,0.718100,8.420,0.752,53.50000,0.16800,Msini,0.492000,0.036000,,,,,0,,,,,,,,149.0000,5.450,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,0.46720,2.7000,22.00,-79.04,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.1494700
HD 34445 d,HD 34445,1,6,Radial Velocity,2017,Multiple Instruments,117.87000000,0.481700,6.070,0.542,30.70000,0.09700,Msini,0.754000,0.027000,,,,,0,,,,,,,,246.4000,3.810,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,0.46720,2.7000,22.00,-79.04,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.1494700
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,Multiple Instruments,49.17500000,0.268700,4.260,0.380,16.80000,0.05290,Msini,1.190000,0.090000,,,,,0,,,,,,,,303.7000,2.750,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,0.46720,2.7000,22.00,-79.04,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.1494700
HD 34445 f,HD 34445,1,6,Radial Velocity,2017,Multiple Instruments,676.80000000,1.543000,6.880,0.613,37.90000,0.11900,Msini,0.640000,0.031000,,,,,0,,,,,,,,212.0000,2.740,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,0.46720,2.7000,22.00,-79.04,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.1494700
HD 34445 g,HD 34445,1,6,Radial Velocity,2017,Multiple Instruments,5700.00000000,6.360000,13.600,1.210,120.60000,0.38000,Msini,0.263000,0.032000,,,,,0,,,,,,,,234.9000,4.080,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,0.46720,2.7000,22.00,-79.04,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.1494700
nu Oph b,nu Oph,1,2,Radial Velocity,2012,HIDES Echelle Spectrograph,530.21000000,1.790000,12.000,1.070,7057.73298,22.20600,Mass,22.400000,0.124000,,,90.000,,0,,,,,,,2452034.200000,9.9300,288.260,,,K0 III,4886.00,14.60,2.70,0.060,[Fe/H],2.039,2.56,0.650,,3.2100,,,17h59m01.58s,269.7566013,-09d46m26.88s,-9.7741342,46.2107000,3.0965300
nu Oph c,nu Oph,1,2,Radial Velocity,2012,HIDES Echelle Spectrograph,3184.83000000,5.931000,12.000,1.070,7838.32346,24.66200,Mass,24.900000,0.180000,,,90.000,,0,,,,,,,2453038.000000,8.2700,176.730,,,K0 III,4886.00,14.60,2.70,0.060,[Fe/H],2.039,2.56,0.650,,3.2100,,,17h59m01.58s,269.7566013,-09d46m26.88s,-9.7741342,46.2107000,3.0965300
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,HIRES Spectrometer,2447.10000000,3.833000,13.500,1.200,519.96988,1.63600,Msini,1.160000,0.266000,,,,2455005.000000,0,,,,,,,2456291.100000,288.3100,21.990,,,G1 V,6102.00,1.35,1.25,0.260,[Fe/H],0.376,4.25,2.391,0.50998,4.3130,25.00,36.94,06h52m01.94s,103.0080750,-33d54m54.96s,-33.9152670,46.2845000,7.0564000
HD 50499 c,HD 50499,1,2,Radial Velocity,2019,CORALIE Spectrograph,8619.90000000,9.020000,13.200,1.170,931.24190,2.93000,Msini,2.220000,0.000000,,,,2452710.000000,0,,,,,,,2461832.000000,23.0000,24.230,,,G1 V,6099.00,1.42,1.31,0.380,[Fe/H],0.376,4.42,2.400,0.50998,4.3130,22.40,36.94,06h52m01.94s,103.0080750,-33d54m54.96s,-33.9152670,46.2845000,7.0564000
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,HIRES Spectrometer,3668.00000000,4.920000,13.000,1.160,1226.82380,3.86000,Msini,3.070000,0.040000,,,,2456932.000000,0,,,,,,,2456670.000000,67.0000,47.400,,,G0 V,5802.00,1.30,1.11,0.190,[Fe/H],0.276,4.26,6.680,0.55399,2.3900,,-9.90,03h50m23.09s,57.5962104,+17d28m31.03s,17.4752873,46.6224000,7.3347600
HD 24040 c,HD 24040,1,2,Radial Velocity,2021,Multiple Instruments,515.40000000,1.300000,9.350,0.834,63.88351,0.20100,Msini,0.429000,0.110000,,,,2454984.000000,0,,,,,,,,-17.1887,4.850,,,G0 V,5776.49,1.39,1.10,0.197,[Fe/H],0.276,4.20,6.680,0.55399,2.3900,,-9.90,03h50m23.09s,57.5962104,+17d28m31.03s,17.4752873,46.6224000,7.3347600
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,High Resolution Spectrograph,55.01292000,0.277000,13.200,1.180,854.96270,2.69000,Msini,2.040000,0.674500,,,,,0,,,,,,,2463048.160000,220.7800,203.470,,,K0,5329.00,0.91,0.94,0.270,[Fe/H],-0.220,4.51,5.650,1.36793,1.0000,,-21.81,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864000,8.4619200
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Instruments,2720.00000000,3.740000,13.100,1.170,1013.87770,3.19000,Msini,2.480000,0.030000,,,,,0,,,,,,,2464881.000000,227.0000,48.510,,,K0,5329.00,0.91,0.94,0.270,[Fe/H],-0.220,4.51,5.650,1.36793,1.0000,,-21.81,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864000,8.4619200
HD 3167 b,HD 3167,1,4,Transit,2016,Kepler CCD Array,0.95965428,0.018020,1.627,0.145,4.73000,0.01488,Mass,5.500000,0.100000,1625.00,1777,87.590,2458269.578910,0,0.1810,0.029400,1.6090000,4.450000,0.01712,,,,3.425,,,K0 V,5300.00,0.87,0.85,0.037,[Fe/H],-0.270,4.47,10.200,1.81727,1.8000,23.52,19.50,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.7622100
HD 3167 c,HD 3167,1,4,Transit,2016,Kepler CCD Array,29.84649480,0.178300,2.923,0.261,10.67000,0.03357,Mass,2.350000,0.150000,16.60,565,89.421,2458439.605096,0,0.4510,0.094600,4.8690000,44.010000,0.03075,,,178.0000,2.461,-97.00,,K0 V,5300.00,0.87,0.85,0.037,[Fe/H],-0.270,4.47,10.200,1.81727,1.8000,23.52,19.53,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.7622100
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,Multiple Instruments,8.47830000,0.077030,2.090,0.187,5.03000,0.01583,Msini,3.030000,0.440000,88.90,860,,2457797.160000,0,,,,19.020000,,,,,1.793,,,K0 V,5300.00,0.87,0.85,0.037,[Fe/H],-0.270,4.47,10.200,1.81727,1.7000,23.52,19.53,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.7622100
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,Teledyne e2v CCD detector,102.09000000,0.404800,3.090,0.276,9.74000,0.03065,Msini,1.810000,0.600000,,375,,2457643.600000,0,,,,99.930000,,,,,1.536,,,K0 V,5300.00,0.87,0.85,0.037,[Fe/H],-0.270,4.47,10.200,1.81727,1.8000,23.52,19.53,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.7622100
TOI-500 b,TOI-500,1,4,Transit,2022,TESS CCD Array,0.54817700,0.011890,1.166,0.104,1.42000,0.00447,Mass,4.890000,0.063000,1138.00,1617,82.090,2458468.390500,0,0.5300,0.024870,0.9980000,3.769000,0.01577,,,228.5000,1.350,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],-0.700,4.62,5.000,2.32228,1.1000,,,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.1026000
TOI-500 c,TOI-500,1,4,Radial Velocity,2022,HARPS Spectrograph,6.63560000,,2.090,0.187,5.03000,0.01583,Msini,3.030000,0.072000,,,,2458561.960000,0,,,,,,,,228.0000,2.100,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],-0.700,4.62,5.000,2.32228,1.1000,,,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.1026000
TOI-500 d,TOI-500,1,4,Radial Velocity,2022,HARPS Spectrograph,26.23300000,,6.350,0.567,33.12000,0.10421,Msini,0.711000,0.016000,,,,2458587.220000,0,,,,,,,,189.6000,8.720,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],-0.700,4.62,5.000,2.32228,1.1000,,,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.1026000
TOI-500 e,TOI-500,1,4,Radial Velocity,2022,HARPS Spectrograph,61.30000000,,3.990,0.356,15.05000,0.04735,Msini,1.300000,0.073000,,,,2458865.820000,0,,,,,,,,103.7000,3.000,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],-0.700,4.62,5.000,2.32228,1.1000,,,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.1026000
gam Lib b,gam Lib,1,2,Radial Velocity,2018,HIDES Echelle Spectrograph,415.20000000,1.240000,13.800,1.230,324.18660,1.02000,Msini,0.678000,0.210000,,,,,0,,,,,,,2450041.000000,187.0000,22.000,,,K0 III,4822.00,11.10,1.47,-0.300,[Fe/H],1.850,2.47,2.820,,1.5500,,,15h35m31.65s,233.8818636,-14d47m22.21s,-14.7895020,47.4017000,3.6493700
gam Lib c,gam Lib,1,2,Radial Velocity,2018,HIDES Echelle Spectrograph,964.60000000,2.170000,12.900,1.150,1455.66140,4.58000,Msini,3.730000,0.057000,,,,,0,,,,,,,2450725.000000,146.0000,73.000,,,K0 III,4822.00,11.10,1.47,-0.300,[Fe/H],1.850,2.47,2.820,,1.5500,,,15h35m31.65s,233.8818636,-14d47m22.21s,-14.7895020,47.4017000,3.6493700
HD 204313 b,HD 204313,1,3,Radial Velocity,2010,CORALIE Spectrograph,2041.11538546,3.183074,12.900,1.150,1553.54852,4.88801,Mass,3.980000,0.099741,,,72.917,,0,,,,,,,2449883.770205,286.9904,69.433,,,G5 V,5767.00,1.10,1.03,0.180,[Fe/H],0.100,4.37,3.380,1.01537,2.4000,,-9.74,21h28m12.25s,322.0510568,-21d43m38.71s,-21.7274194,47.7945000,7.8324600
