# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 19 09:09:12 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum <> 1
# CONSTRAINT:  and sy_diststr not null)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,pl_rvamp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_plx
TOI-178 d,TOI-178,1,6,6.55770000,0.059200,2.572,0.229,3.01000,0.00947,Mass,0.976000,,38.10,690,88.580,19.570000,0.03623,1.340,K,4316.00,0.65,0.65,-0.230,[Fe/H],-0.879,4.45,7.100,3.31000,1.5000,,57.38,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,15.9205000
TOI-178 e,TOI-178,1,6,9.96188100,0.078300,2.207,0.197,3.86000,0.01214,Mass,1.980000,,21.82,600,88.710,25.870000,0.03110,1.620,K,4316.00,0.65,0.65,-0.230,[Fe/H],-0.879,4.45,7.100,3.31000,1.5000,,57.38,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,15.9205000
TOI-178 f,TOI-178,1,6,15.23191500,0.103900,2.287,0.204,7.72000,0.02429,Mass,3.600000,,,521,88.723,34.330000,0.03220,2.760,K,4316.00,0.65,0.65,-0.230,[Fe/H],-0.879,4.45,7.100,3.31000,1.5000,,57.38,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,15.9205000
TOI-178 g,TOI-178,1,6,20.70950000,0.127500,2.870,0.256,3.94000,0.01240,Mass,0.915000,,19.50,470,88.823,42.130000,0.04040,1.300,K,4316.00,0.65,0.65,-0.230,[Fe/H],-0.879,4.45,7.100,3.31000,1.5000,,57.38,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,15.9205000
HD 177830 b,HD 177830,2,2,410.10001000,1.140000,13.500,1.200,537.13270,1.69000,Msini,1.200000,0.100000,,,,,,32.600,K0,4901.00,3.26,1.70,0.420,[Fe/H],0.685,3.64,4.400,,0.6800,,-72.14,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674000,15.9030000
HD 177830 c,HD 177830,2,2,110.90000000,0.513700,7.870,0.702,47.67250,0.15000,Msini,0.537000,0.300000,,,,,,5.100,K0,4949.00,2.62,1.47,0.545,[Fe/H],0.685,3.65,4.400,,0.6800,,-72.14,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674000,15.9030000
HD 154857 b,HD 154857,1,2,408.60001000,1.290000,13.300,1.180,778.68350,2.45000,Msini,1.820000,0.460000,,,,,,48.300,G5 V,5589.00,2.30,1.96,-0.220,[Fe/H],0.663,4.01,5.640,0.11859,1.4000,,28.06,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.4482000,15.7321000
HD 154857 c,HD 154857,1,2,3452.00000000,5.360000,13.200,1.180,819.97000,2.58000,Msini,1.960000,0.060000,,,,,,24.200,G5 V,5605.00,1.76,1.72,-0.200,[Fe/H],0.665,3.82,5.640,0.11859,1.4000,,28.06,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.4482000,15.7321000
Kepler-37 b,Kepler-37,1,4,13.36731000,0.100300,0.296,0.026,3.17830,0.01000,Mass,671.000000,0.000000,43.31,656,88.630,28.680000,0.00360,0.900,,5417.00,0.79,0.87,-0.320,[Fe/H],-0.322,4.57,10.000,2.50000,1.1000,,-30.10,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,15.6155000
Kepler-37 c,Kepler-37,1,4,21.30200000,0.136800,0.750,0.067,12.00000,0.03776,Mass,,0.090000,22.79,564,89.070,42.180000,0.00891,,,5417.00,0.77,0.80,-0.320,[Fe/H],-0.322,4.57,5.660,2.46000,0.5000,,-30.10,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,15.6155000
Kepler-37 d,Kepler-37,1,4,39.79220000,0.207600,1.940,0.173,12.20000,0.03839,Mass,,0.150000,9.90,458,89.335,69.576000,0.02307,,,5417.00,0.77,0.80,-0.320,[Fe/H],-0.322,4.57,5.660,2.46000,0.5000,,-30.10,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,15.6155000
Kepler-37 e,Kepler-37,1,4,51.19600000,0.246000,0.370,,0.02750,0.00009,M-R relationship,2.980000,0.000000,,401,89.950,43.400000,0.00460,,,5288.00,0.77,0.80,-0.300,[M/H],-0.322,4.61,10.000,2.67396,1.1000,,-30.10,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,15.6155000
HIP 67851 b,HIP 67851,1,2,88.90000000,0.460000,13.600,1.210,438.60540,1.38000,Msini,0.958000,0.050000,,,,,,45.500,K0 III,4890.00,5.92,1.63,0.000,[Fe/H],1.244,3.15,,,1.8000,,5.58,13h53m51.69s,208.4653640,-35d18m52.75s,-35.3146536,64.1181000,15.5674000
HIP 67851 c,HIP 67851,1,2,2131.80000000,3.820000,12.700,1.140,2002.20000,6.30000,Mass,5.370000,0.170000,,,,,,69.000,K0 III,4890.00,5.92,1.63,0.000,[Fe/H],1.244,3.15,,,1.8000,,5.58,13h53m51.69s,208.4653640,-35d18m52.75s,-35.3146536,64.1181000,15.5674000
HD 108236 b,HD 108236,1,5,3.79596300,0.045270,1.615,0.144,3.24000,0.01020,M-R relationship,4.230000,0.045000,312.18,1099,87.590,11.350000,0.01638,,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,,16.30,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,15.4517000
HD 108236 c,HD 108236,1,5,6.20344900,0.062000,2.071,0.185,4.94000,0.01550,M-R relationship,3.060000,0.034000,162.17,932,88.300,15.780000,0.02134,,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,,16.30,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,15.4517000
HD 108236 d,HD 108236,1,5,14.17568500,0.107400,2.539,0.227,6.98000,0.02200,M-R relationship,2.340000,0.055000,53.88,708,89.060,27.390000,0.02805,,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,,16.30,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,15.4517000
HD 108236 e,HD 108236,1,5,19.59002500,0.136700,3.083,0.275,9.71000,0.03060,M-R relationship,1.820000,0.058000,35.00,636,89.245,33.900000,0.03230,,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,,16.30,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,15.4517000
HD 108236 f,HD 108236,1,5,29.54115000,0.175800,2.017,0.180,4.72000,0.01490,M-R relationship,3.160000,0.051000,,,88.963,,,,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,,16.30,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,15.4517000
WASP-107 b,WASP-107,1,2,5.72147420,0.055000,10.536,0.940,30.50000,0.09600,Mass,0.134000,0.060000,37.03,736,89.560,18.164000,0.14434,14.100,K6,4425.00,0.67,0.68,0.020,[Fe/H],-0.879,4.63,3.400,3.44100,1.9000,17.00,14.16,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141,64.7414000,15.4175000
WASP-107 c,WASP-107,1,2,1088.00000000,,13.200,1.180,115.00000,0.36000,Msini,0.275000,0.280000,,,,,,9.600,K6,4425.00,0.67,0.68,0.020,[Fe/H],-0.879,4.63,3.400,3.44100,1.9000,17.00,14.16,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141,64.7414000,15.4175000
HIP 97166 b,HIP 97166,1,2,10.28891000,0.089000,2.740,0.244,20.00000,0.06293,Mass,5.300000,0.160000,9.42,757,,,,6.600,K0 V,5198.00,0.84,0.90,0.270,[Fe/H],-0.331,4.41,3.330,2.15400,,,,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501000,15.1341000
HIP 97166 c,HIP 97166,1,2,16.84000000,0.124000,3.120,0.278,9.90000,0.03115,Msini,1.790000,0.250000,,642,,,,2.800,K0 V,5198.00,0.84,0.90,0.270,[Fe/H],-0.331,4.41,3.330,2.15400,,,,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501000,15.1341000
K2-72 b,K2-72,1,4,5.57721200,0.040000,1.080,0.096,1.28000,0.00403,M-R relationship,5.580000,0.110000,8.50,,89.150,24.160000,0.02995,,,3360.47,0.33,0.27,,,-1.837,5.05,,12.29770,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000,15.0242000
K2-72 c,K2-72,1,4,15.18903400,0.078000,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.110000,2.20,,89.540,47.820000,0.03226,,,3360.47,0.33,0.27,,,-1.837,5.05,,12.29770,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000,15.0242000
K2-72 d,K2-72,1,4,7.76017800,0.050000,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,0.110000,5.40,,89.260,29.910000,0.02786,,,3360.47,0.33,0.27,,,-1.837,5.05,,12.29770,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000,15.0242000
K2-72 e,K2-72,1,4,24.15886800,0.106000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.110000,1.20,,89.680,64.530000,0.03576,,,3360.47,0.33,0.27,,,-1.837,5.05,,12.29770,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000,15.0242000
Kepler-138 b,Kepler-138,1,3,10.31260000,0.076000,0.522,0.047,0.06600,0.00021,Mass,2.600000,0.006000,6.81,443,88.450,28.000000,0.01080,0.083,M1 V,3841.00,0.44,0.52,-0.280,[Fe/H],-1.222,4.89,4.680,9.50000,,,-36.33,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624000,14.9272000
Kepler-138 c,Kepler-138,1,3,13.78130000,0.090600,1.197,0.107,1.97000,0.00620,Mass,6.200000,0.011000,4.63,402,88.810,34.000000,0.02470,2.100,M1 V,3841.00,0.44,0.52,-0.280,[Fe/H],-1.222,4.89,4.680,9.50000,,,-36.33,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624000,14.9272000
Kepler-138 d,Kepler-138,1,3,23.08810000,0.127810,1.212,0.108,0.64000,0.00201,Mass,2.100000,0.027000,2.32,338,88.952,48.000000,0.02510,0.395,M1 V,3841.00,0.44,0.52,-0.280,[Fe/H],-1.222,4.89,4.680,9.50000,,,-36.33,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624000,14.9272000
K2-233 b,K2-233,1,3,2.46750000,0.033080,1.343,0.120,11.26000,0.03543,Mass,26.260000,0.079000,273.00,1121,89.300,10.070000,0.01743,6.270,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,9.75,-9.65,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,14.7849000
K2-233 c,K2-233,1,3,7.06005000,0.066660,1.281,0.114,12.81000,0.04030,Mass,33.910000,0.200200,67.10,790,89.600,20.300000,0.01663,5.020,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,9.75,-9.65,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,14.7849000
K2-233 d,K2-233,1,3,24.36450000,0.152240,2.358,0.210,21.14000,0.06651,Mass,8.850000,0.199900,12.90,523,89.600,46.360000,0.03062,5.450,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,9.75,-9.65,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,14.7849000
HD 163607 b,HD 163607,1,2,75.22030000,0.362000,13.900,1.240,249.05159,0.78360,Msini,0.510000,0.744100,,,,,,52.340,G5,5522.00,1.76,1.12,0.210,[Fe/H],0.420,3.97,8.600,0.24793,1.4900,,-0.02,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855000,14.7236000
HD 163607 c,HD 163607,1,2,1272.00000000,2.390000,13.300,1.190,699.54383,2.20100,Msini,1.630000,0.080000,,,,,,38.370,G5,5522.00,1.76,1.12,0.210,[Fe/H],0.420,3.97,8.600,0.24793,1.4900,,-0.02,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855000,14.7236000
TOI-1064 b,TOI-1064,1,2,6.44386800,0.061520,2.587,0.231,13.50000,0.04248,Mass,4.300620,0.047000,62.90,784,87.709,,0.03267,5.620,,4734.00,0.73,0.75,0.050,[Fe/H],-0.623,4.60,9.400,2.70687,2.7000,,,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726000,14.6620000
TOI-1064 c,TOI-1064,1,2,12.22657400,0.094290,2.651,0.237,2.50000,0.00787,Mass,0.771906,0.088000,26.80,634,88.455,,0.03347,0.850,,4734.00,0.73,0.75,0.050,[Fe/H],-0.623,4.60,9.400,2.70687,2.7000,,,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726000,14.6620000
24 Sex b,24 Sex,1,2,452.80000000,1.333000,13.400,1.190,632.46000,1.99000,Msini,1.440000,0.090000,,,,,,40.000,K0 IV,5098.00,4.90,1.54,-0.030,[Fe/H],1.164,3.50,2.700,,2.7700,,7.29,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,13.8488000
24 Sex c,24 Sex,1,2,883.00000000,2.080000,13.900,1.240,273.32000,0.86000,Msini,0.559000,0.290000,,,,,,14.500,K0 IV,5098.00,4.90,1.54,-0.030,[Fe/H],1.164,3.50,2.700,,2.7700,,7.29,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,13.8488000
HD 200964 b,HD 200964,1,2,606.30000000,1.565000,13.500,1.210,508.21017,1.59900,Msini,1.140000,0.087000,,,,,,30.900,G8 IV,4982.00,4.92,1.39,-0.150,[Fe/H],1.064,3.22,3.000,,2.2800,,-71.68,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922000,13.7469000
HD 200964 c,HD 200964,1,2,852.50000000,1.960000,13.700,1.220,385.84562,1.21400,Msini,0.825000,0.243000,,,,,,21.500,G8 IV,4982.00,4.92,1.39,-0.150,[Fe/H],1.064,3.22,3.000,,2.2800,,-71.68,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922000,13.7469000
K2-155 b,K2-155,1,3,6.34200000,0.056200,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,,19.90,708,88.300,18.500000,0.02610,,K7,4258.00,0.58,0.65,-0.300,[Fe/H],-1.229,4.60,,5.41000,,34.80,19.10,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.7998000,13.7077000
K2-155 c,K2-155,1,3,13.85000000,0.094600,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,7.00,583,88.960,27.000000,0.03210,,K7,4258.00,0.58,0.65,-0.300,[Fe/H],-1.229,4.60,,5.41000,,34.80,19.10,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.7998000,13.7077000
K2-155 d,K2-155,1,3,40.71800000,0.193700,1.900,0.170,4.27000,0.01340,M-R relationship,3.420000,,1.67,381,89.610,63.300000,0.02730,,K7,4258.00,0.58,0.65,-0.300,[Fe/H],-1.229,4.60,,5.41000,,34.80,19.10,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.7998000,13.7077000
K2-240 b,K2-240,1,2,6.03400000,0.051300,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,,,586,89.260,21.100000,0.03620,,M0.5 V,3810.00,0.54,0.58,-0.100,[Fe/H],-1.276,4.70,,4.32946,,10.80,0.61,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,72.9105000,13.6878000
K2-240 c,K2-240,1,2,20.52300000,0.115900,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,,,389,89.660,48.000000,0.03130,,M0.5 V,3810.00,0.54,0.58,-0.100,[Fe/H],-1.276,4.70,,4.32946,,10.80,0.61,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,72.9105000,13.6878000
HD 219828 b,HD 219828,1,2,3.83492000,0.050700,4.850,0.433,20.97678,0.06600,Msini,1.010000,0.101000,,,,,,7.730,G0 IV,5807.00,1.61,1.18,0.180,[Fe/H],0.420,4.17,5.690,0.32597,2.9000,31.70,-24.03,23h18m46.73s,349.6947029,+18d38m44.71s,18.6457524,73.1140000,13.6489000
HD 219828 c,HD 219828,1,2,4682.00000000,5.790000,12.300,1.090,4640.31800,14.60000,Msini,13.700000,0.810200,,,,,,270.700,G0 IV,5807.00,1.61,1.18,0.180,[Fe/H],0.420,4.08,5.690,0.32597,2.9000,31.70,-24.03,23h18m46.73s,349.6947029,+18d38m44.71s,18.6457524,73.1140000,13.6489000
HD 159243 b,HD 159243,1,2,12.62000000,0.110000,13.700,1.220,359.13000,1.13000,Msini,0.767000,0.020000,,,,,,91.100,G0 V,6123.00,1.12,1.12,0.050,[Fe/H],0.114,4.55,1.250,1.17388,3.8000,,-22.69,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055000,13.6128000
HD 159243 c,HD 159243,1,2,248.40000000,0.800000,13.400,1.200,603.90000,1.90000,Msini,1.380000,0.075000,,,,,,56.600,G0 V,6123.00,1.12,1.12,0.050,[Fe/H],0.114,4.55,1.250,1.17388,3.8000,,-22.69,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055000,13.6128000
TOI-1260 b,TOI-1260,1,2,3.12748000,0.036600,2.340,0.209,8.60000,0.02706,Mass,3.690000,0.000000,91.00,860,88.800,12.140000,0.03290,4.910,K6 V,4227.00,0.65,0.66,-0.100,[Fe/H],-0.857,4.57,,3.43000,1.5000,,,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,13.5585000
TOI-1260 c,TOI-1260,1,2,7.49325000,0.065600,2.820,0.252,11.80000,0.03713,Mass,2.870000,0.000000,28.40,643,88.120,21.700000,0.03980,5.100,K6 V,4227.00,0.65,0.66,-0.100,[Fe/H],-0.857,4.57,,3.43000,1.5000,,,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,13.5585000
TOI-421 b,TOI-421,2,2,5.19672000,0.056000,2.680,0.239,7.17000,0.02256,Mass,2.050000,0.163000,154.57,981,85.680,,0.02850,2.970,G9 V,5325.00,0.87,0.85,-0.020,[Fe/H],-0.268,4.49,9.400,2.72000,1.8000,43.24,79.54,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,13.3407000
TOI-421 c,TOI-421,2,2,16.06819000,0.118900,5.090,0.454,16.42000,0.05166,Mass,0.685000,0.152000,34.32,674,88.353,,0.05420,4.660,G9 V,5325.00,0.87,0.85,-0.020,[Fe/H],-0.268,4.49,9.400,2.72000,1.8000,43.24,79.54,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,13.3407000
K2-133 b,K2-133,1,4,3.07133000,0.031940,1.340,0.120,2.36000,0.00742,M-R relationship,5.390000,,,,87.600,,0.02700,,M1.5 V,3655.00,0.46,0.46,,,-1.479,4.77,,6.63020,,,107.20,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,13.2743000
K2-133 c,K2-133,1,4,4.86784000,0.043410,1.603,0.143,3.20000,0.01010,M-R relationship,4.270000,,,,88.210,,0.03230,,M1.5 V,3655.00,0.46,0.46,,,-1.479,4.77,,6.63020,,,107.20,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,13.2743000
K2-133 d,K2-133,1,4,11.02454000,0.074870,2.003,0.179,4.67000,0.01470,M-R relationship,3.190000,,,,89.400,,0.04040,,M1.5 V,3655.00,0.46,0.46,,,-1.479,4.77,,6.63020,,,107.20,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,13.2743000
K2-133 e,K2-133,1,4,26.58410000,0.134600,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,,1.80,296,89.164,,0.03480,,M1.5 V,3655.00,0.46,0.46,,,-1.479,4.77,,6.63020,,,107.20,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703000,13.2743000
HD 67087 b,HD 67087,1,2,352.20000000,1.080000,13.100,1.170,973.00000,3.06000,Msini,2.380000,0.170000,,,,,,73.600,F8 V,6330.00,1.55,1.36,0.250,[Fe/H],0.540,4.19,1.450,0.63218,9.7000,,0.62,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217000,13.0396000
HD 67087 c,HD 67087,1,2,2374.00000000,3.860000,12.900,1.150,1540.00000,4.85000,Msini,3.940000,0.760000,,,,,,93.300,F8 V,6330.00,1.55,1.36,0.250,[Fe/H],0.540,4.19,1.450,0.63218,9.7000,,0.62,08h07m39.74s,121.9155672,+31d33m04.16s,31.5511553,76.5217000,13.0396000
HD 148164 b,HD 148164,1,2,328.55000000,0.993000,13.700,1.220,390.93090,1.23000,Msini,0.835000,0.587000,,,,,,39.600,F8,6032.00,1.34,1.21,0.240,[Fe/H],0.330,4.16,2.410,0.50654,4.0000,,-64.63,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971000,12.9252000
HD 148164 c,HD 148164,1,2,5062.00000000,6.150000,12.800,1.150,1640.00280,5.16000,Msini,4.300000,0.125000,,,,,,54.280,F8,6032.00,1.34,1.21,0.240,[Fe/H],0.330,4.16,2.410,0.50654,4.0000,,-64.63,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971000,12.9252000
K2-266 b,K2-266,2,4,0.65852400,0.013060,3.300,0.294,11.26782,0.03545,Msin(i)/sin(i),1.770000,,879.50,1515,75.320,4.000000,0.04300,10.300,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,,10.85,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,12.8650000
K2-266 c,K2-266,2,4,7.81400000,0.067900,0.705,0.063,0.29013,0.00091,Msin(i)/sin(i),4.510000,0.042000,32.40,664,88.280,20.800000,0.00920,0.119,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,,10.85,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,12.8650000
K2-266 d,K2-266,2,4,14.69700000,0.103500,2.930,0.261,8.90000,0.02800,Mass,2.030000,0.047000,13.95,538,89.460,31.700000,0.03827,3.170,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,,10.85,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,12.8650000
K2-266 e,K2-266,2,4,19.48200000,0.124900,2.730,0.244,14.30000,0.04499,Mass,2.210000,0.043000,9.58,490,89.450,38.200000,0.03564,2.530,,4285.00,0.70,0.69,-0.120,[Fe/H],-0.823,4.58,,2.79000,,,10.85,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,12.8650000
K2-146 b,K2-146,1,2,2.64460000,0.024800,2.050,0.183,5.77000,0.01816,Mass,3.690000,0.129000,20.70,534,88.930,15.250000,0.05720,,M3.0 V,3385.00,0.33,0.33,-0.020,[Fe/H],-1.824,4.90,5.000,13.10000,2.0000,,40.60,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002000,12.5821000
K2-146 c,K2-146,1,2,4.00498000,0.032700,2.190,0.195,7.49000,0.02358,Mass,3.920000,0.075000,,,87.540,20.064000,0.06120,,M3.0 V,3385.00,0.33,0.33,-0.020,[Fe/H],-1.824,4.91,5.000,13.10000,2.0000,,40.60,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002000,12.5821000
HD 13908 b,HD 13908,1,2,19.38200000,0.154000,13.900,1.240,274.91000,0.86500,Msini,0.562000,0.020000,,,,,,55.300,F8 V,6255.00,1.67,1.29,0.010,[Fe/H],0.602,4.11,2.900,0.23621,4.2000,,15.88,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515000,12.5417000
HD 13908 c,HD 13908,1,2,931.00000000,2.030000,12.800,1.150,1630.40000,5.13000,Msini,4.270000,0.120000,,,,,,90.900,F8 V,6255.00,1.67,1.29,0.010,[Fe/H],0.602,4.11,2.900,0.23621,4.2000,,15.88,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515000,12.5417000
HD 4203 b,HD 4203,1,2,431.88000000,1.170000,13.300,1.190,708.76090,2.23000,Msini,1.660000,0.520000,,,,,,60.300,G5,5596.00,1.42,1.25,0.400,[Fe/H],0.293,4.23,8.520,0.41525,1.2300,,-14.06,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795000,12.2595000
HD 4203 c,HD 4203,1,2,6700.00000000,6.950000,13.300,1.190,689.66000,2.17000,Msini,1.610000,0.240000,,,,,,22.200,G5,5582.00,1.50,0.99,0.340,[M/H],0.293,4.08,8.520,0.41525,1.2000,,-14.06,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795000,12.2595000
